9.217133222504866330e-01 9.624885624408127569e+02 -1.937188059339803647e+00 2.135406803290079425e-01 1.978849158038660239e+00 -1.914507077157216841e+01 -3.922087638461171366e+00 -3.478941374855776814e-01 -9.862371074067647569e+00 -1.763871342218744331e+01 -1.707945918415823172e+01 -9.578398667076479356e+00 1.290787355132392511e+00 -1.952526387263732843e+01 -1.860761561255918295e+01 -1.775629931091752667e+01 7.866187685291442300e+00 -1.769459769712517527e+01 -1.232836851313440008e+01 -1.926154323734666818e+01 1.202618425078042819e+01 -1.749707234995117133e+01 -1.993300000070964728e+01 -1.558793844384304705e+01 1.021980217621787590e+00 1.061911100183517753e+00 9.521522414346291763e-01 1.066580814888907769e+00 1.013745756678809951e+00 9.369820499911873934e-01 9.301304660000633273e-01 1.014680223030576256e+00 9.024236157835524574e-01 9.885006789200688759e-01 9.203439994973767746e-01 9.022326650194216757e-01 9.889532912626151084e-01 1.054675686291152603e+00
8.911509490171741765e-01 9.977745177384432509e+02 -1.990743291423970218e+00 -1.878145006181956234e+00 1.992673376160987386e+00 -1.919552285302838968e+01 -7.616069064330310390e+00 -4.632855799171759492e-01 -8.950425973503747912e+00 -1.921698328535333999e+01 -1.612161608449218519e+01 -1.387833399644555499e+01 9.129708446734570160e-01 -6.567045968066809181e+00 -1.772489689901130561e+01 -1.765172790327348551e+01 7.595859872790010847e+00 -1.342390055519357084e+00 -1.060871255917500733e+01 -1.243102413881794099e+00 1.142154163696840641e+01 -1.706583811785976934e+01 -1.974538236833499383e+01 -1.641789402883325977e+00 1.017402853473935664e+00 1.090212342079683872e+00 1.002920814565619212e+00 1.066984179939552524e+00 1.034087731224894835e+00 9.357150863472694091e-01 1.043220690852362242e+00 1.015631909075891848e+00 9.025165933356343873e-01 1.059316313024904144e+00 9.471361052846781758e-01 9.063795398780759571e-01 9.890803397257438290e-01 9.303762247780856809e-01
8.880456960327389737e-01 9.726936144391431753e+02 -1.999187353794816824e+00 -1.963701508424393394e+00 1.992277594933176577e+00 -1.806407229731818731e+01 -1.826757507774832234e+01 -1.828505072940418003e-02 -8.953736323668799457e+00 -1.921323568310361907e+01 -1.649485946500930567e+01 -7.161195659753849974e+00 9.155285023063098881e-01 -7.642113360074051620e+00 -1.865655609080123156e+01 -4.889001708591900197e+00 7.596050039039754509e+00 -1.338385722446012061e+00 -1.081688922186042490e+01 -2.027829819144455925e+00 1.126545966406288102e+01 -1.758221275118330595e+01 -1.466102332778090656e+01 -6.527285006845445769e-01 1.021442678254675274e+00 1.090159889925909065e+00 1.003329475172465957e+00 1.077599498737607409e+00 1.025703226430717985e+00 9.452511967288969030e-01 1.059214480205657782e+00 1.016721109893694353e+00 9.033734078487265506e-01 9.898238123210419959e-01 1.001362684022687244e+00 9.252487195007844667e-01 9.880020972354162101e-01 9.431967920222278368e-01
8.911010873206002270e-01 9.726936144391431753e+02 -1.996950192605901231e+00 -1.963701508424393394e+00 1.992277898027795313e+00 -1.812709453439090268e+01 -1.826637372052334740e+01 -1.693243244610317944e-02 -8.954578794482520365e+00 -1.921323568310361907e+01 -1.649485946500930567e+01 -7.158149906864506917e+00 9.155285023063098881e-01 -7.642113360074051620e+00 -1.856808864164304040e+01 -4.889001708591900197e+00 7.536029317802221961e+00 -1.338385722446012061e+00 -1.081688922186042490e+01 -2.027829819144455925e+00 1.126539953464730992e+01 -1.756047865925097184e+01 -1.466132992624139497e+01 -8.014551549472521685e-01 1.021782260309980206e+00 1.090159889925909065e+00 1.003372918811173742e+00 1.078113602347060995e+00 1.025703226430717985e+00 9.369083067212921057e-01 1.059092086980886860e+00 1.016721109893694353e+00 9.033909071252692602e-01 9.898238123210419959e-01 1.003227027377940894e+00 9.251627259287840133e-01 9.876850690007282774e-01 9.431967920222278368e-01
9.217167541682558252e-01 9.624885624408127569e+02 -1.802909138235224695e+00 5.846305943407665850e-01 1.978434465138970699e+00 -1.914507077157216841e+01 -3.922087638461171366e+00 -3.478941374855776814e-01 -9.988995080745214139e+00 -1.860438505124593433e+01 -1.707823704302337831e+01 -6.869893627113978773e+00 1.290787355132392511e+00 -1.953011763133117640e+01 -1.844232487395670361e+01 -1.775629931091752667e+01 7.865378116373546113e+00 -1.769459769712517527e+01 -1.233579716355162148e+01 -1.926752654622510263e+01 1.216983786702215298e+01 -1.750306546071961478e+01 -1.993300000070964728e+01 -1.558793844384304705e+01 1.021980217621787590e+00 1.021592829820894499e+00 1.002979305552028189e+00 1.066589888765745453e+00 1.014468731848102934e+00 9.367230414799839755e-01 9.301304660000633273e-01 1.014680223030576256e+00 9.024286894452413499e-01 9.916266218871195859e-01 9.495067207392485775e-01 9.022326650194216757e-01 9.889532912626151084e-01 1.025333954274295634e+00
9.215583314877515697e-01 9.624885624408127569e+02 -1.802657057162986298e+00 2.135406556219072438e-01 1.994025360746654707e+00 -1.914507077157216841e+01 -3.922087638461171366e+00 -3.478941374855776814e-01 -9.860170425230490920e+00 -1.860438505124593433e+01 -1.707914979682060164e+01 -9.578398667076479356e+00 1.290787355132392511e+00 -1.952526387263732843e+01 -1.860761561255918295e+01 -1.775629931091752667e+01 7.866187685291442300e+00 -1.769459769712517527e+01 -1.232834369190720381e+01 -1.926154323734666818e+01 1.202618425078042819e+01 -1.724245043759607299e+01 -1.993300000070964728e+01 -1.558793844384304705e+01 1.021980217621787590e+00 1.061911100183517753e+00 9.519684824670067158e-01 1.067690112624090748e+00 1.013745756678809951e+00 9.369820499911873934e-01 9.301304660000633273e-01 1.014680223030576256e+00 9.024236157835524574e-01 9.884608489452112456e-01 9.203439994973767746e-01 9.022326650194216757e-01 9.889532912626151084e-01 1.053190521195380702e+00
8.908095358567551525e-01 8.050464929454128651e+02 -1.986916390404653399e+00 -1.943180569576981931e+00 1.994462955120280379e+00 -1.882871119500855528e+01 -3.868758889620704799e+00 -4.753051687350746263e-02 -8.883650717071150282e+00 -1.812881272593431348e+01 -1.790413904539007106e+01 -1.374452255151496516e+01 3.212875385042319176e-01 -1.257698754156026943e+00 -1.591585659972358791e+01 -1.821853437547870769e+01 7.536348548145016757e+00 -1.748253598224391681e+01 -1.139837946213030051e+01 -1.876418715485621291e+01 1.143439230595239664e+01 -1.802823702172698006e+01 -1.433061236242225078e+01 -2.183717665611594860e+00 1.022340738259410076e+00 1.022286506371311576e+00 9.518413802183973704e-01 1.062515538878345822e+00 1.034219634651245778e+00 9.394489584782617086e-01 1.060230063355046770e+00 1.020275440873854578e+00 9.027508066247017515e-01 1.065972971437567640e+00 1.051135838880363549e+00 9.007297480992998429e-01 9.770574157074058963e-01 9.461085338996960692e-01
9.228778551965531873e-01 9.730702964637016521e+02 -1.912549233479207356e+00 1.598454927660036828e-01 1.993560287647758944e+00 -1.991926086011209307e+01 -7.645378386533909776e+00 -2.913474882366416663e-02 -9.988724431482038923e+00 -1.623180814055668719e+01 -1.698977897357221067e+01 -6.896542701019060750e+00 1.537033164940214025e+00 -1.907386628743588730e+01 -1.754435945586629231e+01 -1.767671644580055812e+01 7.870212227148584816e+00 -1.780149268496000303e+01 -1.158085925227347701e+01 -1.926465672422564879e+01 1.147467414316244039e+01 -1.724426604901966442e+01 -1.900862520525426902e+01 -1.546218114197124294e+01 1.021148277177873043e+00 1.087764369368478201e+00 9.575731964539185848e-01 1.067687550014454922e+00 1.016351330373401529e+00 9.367099022298185362e-01 9.317322780754475620e-01 1.021586788831396309e+00 9.026407491196460908e-01 9.647481706970117976e-01 9.560459632715083700e-01 9.001850413252892036e-01 9.887504755945593082e-01 9.347616821904622952e-01
9.211196104832533038e-01 9.734332002166153188e+02 -1.611970151395713646e+00 2.653584080938959366e-01 1.994606606169812002e+00 -1.909353824669211974e+01 -8.033203161738924791e+00 -1.107844598249890788e-02 -1.011227034395784408e+01 -1.636534689750839533e+01 -1.385657274929860883e+01 -9.660886627757008682e+00 1.345621342573733115e+00 -1.928069898219685641e+01 -1.862562145370516120e+01 -1.779464609513062712e+01 7.596302582613584597e+00 -1.855242328341046942e+01 -1.107789250465487640e+01 -1.829311024120475793e+01 1.228419453070001133e+01 -1.708053291292301523e+01 -1.928366560030069010e+01 -4.551940954477057488e+00 1.021036242154949480e+00 1.090227082150552196e+00 9.519272553195623487e-01 1.071429954917236138e+00 1.034404065085218871e+00 9.350639973926129223e-01 1.050816856491074924e+00 1.028414034715966041e+00 9.019905749053029886e-01 9.601007531296902320e-01 1.030154016109138704e+00 9.020336584702195459e-01 9.880341779984883610e-01 9.316249500588558163e-01
9.205462165314587386e-01 9.730744821857052784e+02 -1.611738488051835727e+00 3.089661278259045463e-02 1.993555366222441450e+00 -1.914504101444160256e+01 -7.796720339219425533e+00 -9.724802456387404703e-03 -9.995584698774974797e+00 -1.664290032819046417e+01 -1.405900558519640953e+01 -9.566761771492842570e+00 9.572604457816878964e-01 -1.911042644622805753e+01 -1.773841866812966472e+01 -1.779090711190610108e+01 7.870800418401903364e+00 -1.857412455564937659e+01 -1.109267610796183234e+01 -1.929272119376285488e+01 1.228127436431337571e+01 -1.712744222755761214e+01 -1.930278119971436723e+01 -5.401327354439639628e+00 1.021149737863508156e+00 1.088027932084190352e+00 9.553611261657273257e-01 1.071434606654021238e+00 1.015883730636917504e+00 9.321360137740264395e-01 9.281274403036859910e-01 1.031018839847462898e+00 9.019975284595629361e-01 9.647183206523125554e-01 1.032351950130543594e+00 9.020336584702195459e-01 9.884773338375690832e-01 9.432739014338529238e-01
9.145145571490329583e-01 7.529872276343588737e+02 -1.611561895938584676e+00 2.666824270686942167e-01 1.993393653972640678e+00 -1.909951107682320881e+01 -7.645378386533909776e+00 -7.764898648108432486e-03 -1.002409860930483276e+01 -1.745511186585024888e+01 -1.678146792675199350e+01 -5.472241768456820310e-01 1.541675140045824399e+00 -1.911812598194366686e+01 -1.782892025138233194e+01 -1.778957154885849334e+01 7.598107409153148417e+00 -1.744570685270785049e+01 -1.158777409789678892e+01 -1.859617984558744652e+01 1.256258913427607560e+01 -1.812757907309001126e+01 -1.905412565236560241e+01 -6.192646896788201794e+00 1.021031131285297988e+00 1.048761445056277886e+00 9.518307570216065772e-01 1.071494065539276397e+00 1.021281222303304093e+00 9.367470308795488032e-01 9.284017545626891410e-01 1.014984518786929080e+00 9.060703040318894841e-01 9.694078078157919443e-01 9.686090973604231102e-01 9.023092423356082747e-01 9.891702132717002938e-01 1.042928747516687293e+00
9.101814989526431088e-01 7.968257578892627180e+02 -1.607121920699565720e+00 1.739080400176784280e-01 1.976515800686641233e+00 -1.913889921808727124e+01 -1.759387576243495488e+01 -3.811034268302706390e-02 -9.946644015447674292e+00 -1.723755750875098158e+01 -1.662208146367327899e+01 -1.530345464340943806e+01 1.545813389725033460e+00 -1.907391062389185521e+01 -1.783523179643673728e+01 -1.780144625814327242e+01 7.598087576743273175e+00 -1.963424416661320393e+01 -1.245546083525965031e+01 -1.930343797746230905e+01 1.295439999826092503e+01 -1.757459561386175650e+01 -1.370957143453844651e+01 -5.983250257617457102e+00 1.021005598026782701e+00 1.034208697087157347e+00 9.550651112833618006e-01 1.074520932056641120e+00 1.021266658623065871e+00 9.366775170033702080e-01 9.277476658507753937e-01 1.029951127297505042e+00 9.022445892096094822e-01 9.929101262427298957e-01 9.396639492685936457e-01 9.062473445481148415e-01 9.795474351216865161e-01 9.415925635405771876e-01
9.101814989526431088e-01 9.749812851104217089e+02 -1.859289113352435630e+00 2.660944645907631356e-01 1.978870408968895767e+00 -1.878640110035342303e+01 -3.910599791516016221e+00 -3.322641511944055548e-01 -1.014427772881677470e+01 -1.778840195955552872e+01 -1.584783887407204617e+01 -1.196425336504320747e+01 1.268677372785563140e+00 -1.907383327295136866e+01 -1.774125464983139366e+01 -1.782820470665005175e+01 7.862971854248718806e+00 -1.725936284614206073e+01 -1.227105148794389322e+01 -1.926994254261060391e+01 1.253899758119509933e+01 -1.957910108130532478e+01 -1.842104378443380597e+01 -1.580940723053551800e+01 1.017278725162078290e+00 1.037704557696308205e+00 9.476172167353332787e-01 1.070441687044602963e+00 1.013703565546688834e+00 9.369680498796170154e-01 9.276976226758847366e-01 1.002621521905378232e+00 9.021129350174708073e-01 9.895728295167883770e-01 9.453535112124649142e-01 9.019525206583569599e-01 9.890452522470202235e-01 9.458657960435548073e-01
