,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,DZNCC,DSSIM,MAE,RMSE,DMI
0,0.9217133222504866,962.4885624408128,-1.9371880593398036,0.21354068032900794,1.9788491580386602,-19.14507077157217,-3.9220876384611714,-0.3478941374855777,-9.862371074067648,-17.638713422187443,-17.07945918415823,-9.57839866707648,1.2907873551323925,-19.52526387263733,-18.607615612559183,-17.756299310917527,7.866187685291442,-17.694597697125175,-12.3283685131344,-19.261543237346668,12.026184250780428,-17.49707234995117,-19.933000000709647,-15.587938443843047,1.0219802176217876,1.0619111001835178,0.9521522414346292,1.0665808148889078,1.01374575667881,0.9369820499911874,0.9301304660000633,1.0146802230305763,0.9024236157835525,0.9885006789200689,0.9203439994973768,0.9022326650194217,0.9889532912626151,1.0546756862911526,0.2165100612805882,0.16650837813396296,0.4336086951433873,0.9306128219064318,0.4639427920587339
1,0.8911509490171742,997.7745177384433,-1.9907432914239702,-1.8781450061819562,1.9926733761609874,-19.19552285302839,-7.61606906433031,-0.46328557991717595,-8.950425973503748,-19.21698328535334,-16.121616084492185,-13.878333996445555,0.912970844673457,-6.567045968066809,-17.724896899011306,-17.651727903273486,7.595859872790011,-1.342390055519357,-10.608712559175007,-1.243102413881794,11.421541636968406,-17.06583811785977,-19.745382368334994,-1.641789402883326,1.0174028534739357,1.0902123420796839,1.0029208145656192,1.0669841799395525,1.0340877312248948,0.9357150863472694,1.0432206908523622,1.0156319090758918,0.9025165933356344,1.0593163130249041,0.9471361052846782,0.906379539878076,0.9890803397257438,0.9303762247780857,0.2056648796789345,0.17132516068290726,0.411001233306877,0.9070057883424605,0.4619135886732545
2,0.888045696032739,972.6936144391432,-1.9991873537948168,-1.9637015084243934,1.9922775949331766,-18.064072297318187,-18.267575077748322,-0.01828505072940418,-8.9537363236688,-19.21323568310362,-16.494859465009306,-7.16119565975385,0.9155285023063099,-7.642113360074052,-18.65655609080123,-4.8890017085919,7.5960500390397545,-1.338385722446012,-10.816889221860425,-2.027829819144456,11.265459664062881,-17.582212751183306,-14.661023327780907,-0.6527285006845446,1.0214426782546753,1.090159889925909,1.003329475172466,1.0775994987376074,1.025703226430718,0.9452511967288969,1.0592144802056578,1.0167211098936944,0.9033734078487266,0.989823812321042,1.0013626840226872,0.9252487195007845,0.9880020972354162,0.9431967920222278,0.20499815872735322,0.17198246572278214,0.411048243788349,0.9055344368699225,0.4619347436674055
3,0.8911010873206002,972.6936144391432,-1.9969501926059012,-1.9637015084243934,1.9922778980277953,-18.127094534390903,-18.266373720523347,-0.01693243244610318,-8.95457879448252,-19.21323568310362,-16.494859465009306,-7.158149906864507,0.9155285023063099,-7.642113360074052,-18.56808864164304,-4.8890017085919,7.536029317802222,-1.338385722446012,-10.816889221860425,-2.027829819144456,11.26539953464731,-17.560478659250972,-14.661329926241395,-0.8014551549472522,1.0217822603099802,1.090159889925909,1.0033729188111737,1.078113602347061,1.025703226430718,0.9369083067212921,1.0590920869808869,1.0167211098936944,0.9033909071252693,0.989823812321042,1.003227027377941,0.925162725928784,0.9876850690007283,0.9431967920222278,0.20464797556753395,0.1713290311610599,0.41145225938019186,0.9047606776279933,0.4618402365103764
4,0.9217167541682558,962.4885624408128,-1.8029091382352247,0.5846305943407666,1.9784344651389707,-19.14507077157217,-3.9220876384611714,-0.3478941374855777,-9.988995080745214,-18.604385051245934,-17.07823704302338,-6.869893627113979,1.2907873551323925,-19.530117631331176,-18.442324873956704,-17.756299310917527,7.865378116373546,-17.694597697125175,-12.335797163551621,-19.267526546225103,12.169837867022153,-17.503065460719615,-19.933000000709647,-15.587938443843047,1.0219802176217876,1.0215928298208945,1.0029793055520282,1.0665898887657455,1.014468731848103,0.936723041479984,0.9301304660000633,1.0146802230305763,0.9024286894452413,0.9916266218871196,0.9495067207392486,0.9022326650194217,0.9889532912626151,1.0253339542742956,0.2165215877979128,0.16650883797418176,0.43304456952420345,0.9306375934801719,0.4638288692000663
5,0.9215583314877516,962.4885624408128,-1.8026570571629863,0.21354065562190724,1.9940253607466547,-19.14507077157217,-3.9220876384611714,-0.3478941374855777,-9.860170425230491,-18.604385051245934,-17.0791497968206,-9.57839866707648,1.2907873551323925,-19.52526387263733,-18.607615612559183,-17.756299310917527,7.866187685291442,-17.694597697125175,-12.328343691907204,-19.261543237346668,12.026184250780428,-17.242450437596073,-19.933000000709647,-15.587938443843047,1.0219802176217876,1.0619111001835178,0.9519684824670067,1.0676901126240907,1.01374575667881,0.9369820499911874,0.9301304660000633,1.0146802230305763,0.9024236157835525,0.9884608489452112,0.9203439994973768,0.9022326650194217,0.9889532912626151,1.0531905211953807,0.2165119961149639,0.16644874663397707,0.4336039118306446,0.9306169800976244,0.4639529082400542
6,0.8908095358567552,805.0464929454129,-1.9869163904046534,-1.943180569576982,1.9944629551202804,-18.828711195008555,-3.868758889620705,-0.04753051687350746,-8.88365071707115,-18.128812725934313,-17.90413904539007,-13.744522551514965,0.3212875385042319,-1.257698754156027,-15.915856599723588,-18.218534375478708,7.536348548145017,-17.482535982243917,-11.3983794621303,-18.764187154856213,11.434392305952397,-18.02823702172698,-14.33061236242225,-2.183717665611595,1.02234073825941,1.0222865063713116,0.9518413802183974,1.0625155388783458,1.0342196346512458,0.9394489584782617,1.0602300633550468,1.0202754408738546,0.9027508066247018,1.0659729714375676,1.0511358388803635,0.9007297480992998,0.9770574157074059,0.9461085338996961,0.20743057122538328,0.16985204206128957,0.41219009121020145,0.9108909188193519,0.461466452315747
7,0.9228778551965532,973.0702964637017,-1.9125492334792074,0.15984549276600368,1.993560287647759,-19.919260860112093,-7.64537838653391,-0.029134748823664167,-9.988724431482039,-16.231808140556687,-16.98977897357221,-6.896542701019061,1.537033164940214,-19.073866287435887,-17.544359455866292,-17.676716445800558,7.870212227148585,-17.801492684960003,-11.580859252273477,-19.26465672422565,11.47467414316244,-17.244266049019664,-19.00862520525427,-15.462181141971243,1.021148277177873,1.0877643693684782,0.9575731964539186,1.067687550014455,1.0163513303734015,0.9367099022298185,0.9317322780754476,1.0215867888313963,0.9026407491196461,0.9647481706970118,0.9560459632715084,0.9001850413252892,0.9887504755945593,0.9347616821904623,0.21470282140081248,0.1667287325218006,0.43204784357704495,0.9267207049886178,0.4638294140539576
8,0.9211196104832533,973.4332002166153,-1.6119701513957136,0.26535840809389594,1.994606606169812,-19.09353824669212,-8.033203161738925,-0.011078445982498908,-10.112270343957844,-16.365346897508395,-13.856572749298609,-9.660886627757009,1.3456213425737331,-19.280698982196856,-18.62562145370516,-17.794646095130627,7.596302582613585,-18.55242328341047,-11.077892504654876,-18.293110241204758,12.284194530700011,-17.080532912923015,-19.28366560030069,-4.5519409544770575,1.0210362421549495,1.0902270821505522,0.9519272553195623,1.0714299549172361,1.0344040650852189,0.9350639973926129,1.050816856491075,1.028414034715966,0.901990574905303,0.9601007531296902,1.0301540161091387,0.9020336584702195,0.9880341779984884,0.9316249500588558,0.215711233430257,0.16668594250872876,0.4319918882834387,0.9288944574424433,0.46369114499168584
9,0.9205462165314587,973.0744821857053,-1.6117384880518357,0.030896612782590455,1.9935553662224414,-19.145041014441603,-7.7967203392194255,-0.009724802456387405,-9.995584698774975,-16.642900328190464,-14.05900558519641,-9.566761771492843,0.9572604457816879,-19.110426446228058,-17.738418668129665,-17.7909071119061,7.870800418401903,-18.574124555649377,-11.092676107961832,-19.292721193762855,12.281274364313376,-17.127442227557612,-19.302781199714367,-5.40132735443964,1.0211497378635082,1.0880279320841904,0.9553611261657273,1.0714346066540212,1.0158837306369175,0.9321360137740264,0.928127440303686,1.031018839847463,0.9019975284595629,0.9647183206523126,1.0323519501305436,0.9020336584702195,0.9884773338375691,0.9432739014338529,0.2154692596874751,0.1665796664315602,0.4321130077170663,0.9283733183064826,0.46372667317773486
10,0.914514557149033,752.9872276343589,-1.6115618959385847,0.2666824270686942,1.9933936539726407,-19.09951107682321,-7.64537838653391,-0.0077648986481084325,-10.024098609304833,-17.45511186585025,-16.781467926751994,-0.547224176845682,1.5416751400458244,-19.118125981943667,-17.828920251382332,-17.789571548858493,7.598107409153148,-17.44570685270785,-11.587774097896789,-18.596179845587447,12.562589134276076,-18.12757907309001,-19.054125652365602,-6.192646896788202,1.021031131285298,1.0487614450562779,0.9518307570216066,1.0714940655392764,1.021281222303304,0.9367470308795488,0.9284017545626891,1.014984518786929,0.9060703040318895,0.9694078078157919,0.9686090973604231,0.9023092423356083,0.9891702132717003,1.0429287475166873,0.21330423780624536,0.16700598225444074,0.42805924055564437,0.9236974239660468,0.46333559499890453
11,0.9101814989526431,796.8257578892627,-1.6071219206995657,0.17390804001767843,1.9765158006866412,-19.13889921808727,-17.593875762434955,-0.038110342683027064,-9.946644015447674,-17.23755750875098,-16.62208146367328,-15.303454643409438,1.5458133897250335,-19.073910623891855,-17.835231796436737,-17.801446258143272,7.598087576743273,-19.634244166613204,-12.45546083525965,-19.30343797746231,12.954399998260925,-17.574595613861757,-13.709571434538447,-5.983250257617457,1.0210055980267827,1.0342086970871573,0.9550651112833618,1.0745209320566411,1.0212666586230659,0.9366775170033702,0.9277476658507754,1.029951127297505,0.9022445892096095,0.9929101262427299,0.9396639492685936,0.9062473445481148,0.9795474351216865,0.9415925635405772,0.20895120161017255,0.16737639178529556,0.4240986260575027,0.9142235979195007,0.46315465300965075
12,0.9101814989526431,974.9812851104217,-1.8592891133524356,0.26609446459076314,1.9788704089688958,-18.786401100353423,-3.910599791516016,-0.33226415119440555,-10.144277728816775,-17.78840195955553,-15.847838874072046,-11.964253365043207,1.2686773727855631,-19.07383327295137,-17.741254649831394,-17.82820470665005,7.862971854248719,-17.25936284614206,-12.271051487943893,-19.269942542610604,12.5389975811951,-19.579101081305325,-18.421043784433806,-15.809407230535518,1.0172787251620783,1.0377045576963082,0.9476172167353333,1.070441687044603,1.0137035655466888,0.936968049879617,0.9276976226758847,1.0026215219053782,0.9021129350174708,0.9895728295167884,0.9453535112124649,0.901952520658357,0.9890452522470202,0.9458657960435548,0.21378618634236463,0.16701083984300924,0.42651031996603017,0.9247403555016733,0.46304077116110687
13,0.9050576221312511,973.7081183522274,-1.8368115170624721,0.3960584231314672,1.9905370549341834,-19.142734673532697,-3.61983556849406,-0.046735623339473856,-9.948997007905458,-17.412415236480292,-16.5960126857485,-10.446005624735914,0.872450564393027,-19.377907536194186,-17.763565088878885,-18.674399048300714,7.59697491122975,-17.432488522321872,-11.699447586394413,-18.630573129960943,12.539762429404474,-19.216059677339963,-18.993778695187725,-15.961802641066459,1.021079514821214,1.061541223402097,0.95504721600462,1.0714605077453012,1.022079613593156,0.929313829029647,0.9281405191217713,1.0457500889984834,0.9121587271828384,1.0228871464100882,1.0417692228574804,0.9068265886061782,0.9901832290509444,1.0440929757531385,0.21154094562916193,0.1673284210324838,0.42187986756295587,0.9198716011967017,0.4627039764772489
14,0.9210460290085218,803.0687861598334,-1.8615917911067106,0.21175578363256511,1.9966176907933046,-19.173916949418274,-16.94694157829652,-0.005422531876859994,-9.881930713183651,-16.37548522803219,-16.44959439036943,-7.115482637742446,0.8912659458219025,-19.283987434401865,-18.19149361538948,-17.76821611910486,7.58461750949805,-18.533499080673817,-12.260891518034272,-18.590663778729596,12.552847861300823,-17.561061969148547,-19.14260652889366,-16.14463651795188,1.0218063929059096,1.0498505079920883,0.9673678304903,1.0950450545931882,1.0125674494117984,0.9357451930461371,0.9278867327857775,1.0210050147124827,0.9022550682863146,0.9580760408149936,1.0325940334507133,0.9017789266812644,0.9884668223889348,1.0489443372390421,0.21289866124681117,0.16687676532653545,0.43096921358595275,0.9228188471959339,0.46378478052792893
15,0.9101814989526431,652.511385917317,-1.837741657401442,0.3897805420451096,1.9905175677748113,-19.095629823966508,-7.878391911666569,-0.038110342683027064,-9.991641302637346,-17.24615827134376,-16.662799127830347,-15.59706218361476,0.9024574215733064,-19.11867234357867,-17.83204107435181,-17.801446258143272,7.599535290682753,-19.634244166613204,-12.286783732603919,-18.32951440335584,12.964686269817147,-17.556532514635855,-19.173971139774963,-15.823768863211487,1.0174002341552784,1.0618840490587205,0.9551230430860236,1.0745209320566411,1.0214494412022617,0.9368322936841942,0.9302249649308704,1.0147498812294173,0.9019311691845235,0.9926199793651707,0.9442220810465227,0.9016880445499245,0.9738347777854702,0.9471712766808665,0.2119987129127761,0.16702127785892695,0.4254700526296367,0.9208663484318235,0.4631003415692352
16,0.9168828333242022,973.0656059794406,-1.8096572232375852,-0.016318034099896763,1.982394361788306,-18.750931648285533,-18.030513158290066,-0.1834757535847225,-9.988883789291165,-16.691686895061743,-13.305319559416468,-10.958386509392831,1.3594909955582604,-19.99530736740768,-17.860550873800214,-17.7926443072083,7.547187472563466,-19.956099941168148,-11.011469228930597,-18.158742561544123,11.33452402077167,-18.747413289364008,-18.97644588983822,-7.012147555093931,1.0210204706904267,1.066734782833156,0.9521550715536707,1.0597056799874578,1.0252549990035569,0.9347663069693819,0.9288798604013814,1.0168973163232373,0.9031445387750487,1.0466275737447368,0.9421822531248437,0.9020805836469467,0.9790728119808605,0.9414946060336202,0.21214424681066418,0.16691804657219156,0.42871104321799924,0.921182374551764,0.4633789781139589
17,0.9099930641025882,974.9812851104217,-1.8592891133524356,0.26609446459076314,1.982435753669582,-18.786218105782133,-3.910599791516016,-0.33226415119440555,-10.135249702888062,-17.78840195955553,-15.847838874072046,-10.931511432857583,1.3641149265990387,-19.987515115641465,-17.867281566681868,-17.82820470665005,7.862971854248719,-17.25936284614206,-12.271051487943893,-19.28921561168137,12.5389975811951,-19.579101081305325,-18.421043784433806,-15.271581534891812,1.0210642244709645,1.0671882231765375,0.947718149066502,1.0596185827366265,1.0137035655466888,0.9370640339429971,0.9276976226758847,1.0026215219053782,0.9031188428014879,0.9895728295167884,0.9453535112124649,0.901952520658357,0.9890452522470202,0.9458657960435548,0.21370551972453677,0.16695518426250372,0.4263734012225097,0.924565875770409,0.46308521422476456
18,0.9168828333242022,973.0656059794406,-1.8096572232375852,-0.016318034099896763,1.982394361788306,-18.750931648285533,-18.030513158290066,-0.1834757535847225,-9.988883789291165,-16.691686895061743,-13.305319559416468,-10.958386509392831,1.3594909955582604,-19.99530736740768,-17.860550873800214,-17.7926443072083,7.547187472563466,-19.956099941168148,-11.011469228930597,-18.158742561544123,11.33452402077167,-18.747413289364008,-18.97644588983822,-7.012147555093931,1.0210204706904267,1.0672729390127131,0.9521550715536707,1.0597056799874578,1.0252549990035569,0.9347663069693819,0.9288798604013814,1.0168973163232373,0.9031445387750487,1.0466275737447368,0.9421822531248437,0.9020805836469467,0.9790728119808605,0.9414946060336202,0.21214452932467787,0.1669182086692696,0.4287097775838231,0.9211829879241508,0.46337817821315663
