2.165100612805881952e-01 1.665083781339629643e-01 4.336086951433872905e-01 9.306128219064317975e-01 4.639427920587338994e-01
2.056648796789344869e-01 1.713251606829072626e-01 4.110012333068769896e-01 9.070057883424604839e-01 4.619135886732544938e-01
2.049981587273532191e-01 1.719824657227821407e-01 4.110482437883489770e-01 9.055344368699225210e-01 4.619347436674055007e-01
2.046479755675339463e-01 1.713290311610599082e-01 4.114522593801918648e-01 9.047606776279932816e-01 4.618402365103764229e-01
2.165215877979128067e-01 1.665088379741817559e-01 4.330445695242034487e-01 9.306375934801719430e-01 4.638288692000662738e-01
2.165119961149639116e-01 1.664487466339770738e-01 4.336039118306446172e-01 9.306169800976243911e-01 4.639529082400541959e-01
2.074305712253832756e-01 1.698520420612895654e-01 4.121900912102014480e-01 9.108909188193519135e-01 4.614664523157470111e-01
2.147028214008124825e-01 1.667287325218005933e-01 4.320478435770449543e-01 9.267207049886178050e-01 4.638294140539576116e-01
2.157112334302569989e-01 1.666859425087287572e-01 4.319918882834387075e-01 9.288944574424432554e-01 4.636911449916858441e-01
2.154692596874751009e-01 1.665796664315601916e-01 4.321130077170662886e-01 9.283733183064826200e-01 4.637266731777348605e-01
2.133042378062453559e-01 1.670059822544407435e-01 4.280592405556443714e-01 9.236974239660468156e-01 4.633355949989045319e-01
2.089512016101725544e-01 1.673763917852955641e-01 4.240986260575027034e-01 9.142235979195006967e-01 4.631546530096507519e-01
2.137861863423646258e-01 1.670108398430092400e-01 4.265103199660301714e-01 9.247403555016733279e-01 4.630407711611068677e-01
2.115409456291619250e-01 1.673284210324837984e-01 4.218798675629558681e-01 9.198716011967017492e-01 4.627039764772489239e-01
2.128986612468111717e-01 1.668767653265354478e-01 4.309692135859527484e-01 9.228188471959338779e-01 4.637847805279289304e-01
2.119987129127761105e-01 1.670212778589269531e-01 4.254700526296367191e-01 9.208663484318234671e-01 4.631003415692351854e-01
2.121442468106641832e-01 1.669180465721915585e-01 4.287110432179992436e-01 9.211823745517639939e-01 4.633789781139588948e-01
2.137055197245367744e-01 1.669551842625037197e-01 4.263734012225097181e-01 9.245658757704090513e-01 4.630852142247645631e-01
2.121445293246778663e-01 1.669182086692695965e-01 4.287097775838231151e-01 9.211829879241507646e-01 4.633781782131566329e-01
2.111639831223542929e-01 1.676895176916302632e-01 4.213515751245218710e-01 9.190516376860422554e-01 4.623846584844892860e-01
2.160294834880918668e-01 1.666818887776920222e-01 4.322251041895149304e-01 9.295794281514029311e-01 4.636938092949354218e-01
2.130221496091961875e-01 1.667942451708110951e-01 4.311374247092915057e-01 9.230864413335532204e-01 4.637717493700741489e-01
2.162059961600893421e-01 1.665485301245766547e-01 4.324488919900568717e-01 9.299591194859606613e-01 4.637587033422218008e-01
2.108195205850717513e-01 1.671011411938888580e-01 4.222600836980743844e-01 9.183017274318574508e-01 4.626811715402336933e-01
2.078650221085490135e-01 1.681690979441732292e-01 4.163993552248422270e-01 9.118443229422826812e-01 4.622326831930244628e-01
2.130016117611010507e-01 1.668879797561488298e-01 4.308062805842933218e-01 9.230419420563058530e-01 4.637680716083568688e-01
2.141201485921920833e-01 1.668239348888726492e-01 4.289354075239674713e-01 9.254623569000471894e-01 4.633716400585826678e-01
2.141659745248133961e-01 1.668279996945071231e-01 4.283654321795434261e-01 9.255613852069825009e-01 4.633635410266547794e-01
2.065205853225601795e-01 1.691569746504866800e-01 4.156083243907569003e-01 9.088907098268452778e-01 4.619548602574989893e-01
2.059906451363707758e-01 1.693602259382074315e-01 4.168866718022326001e-01 9.077238355990682184e-01 4.622881828068348131e-01
2.071507947103209402e-01 1.695602318623979365e-01 4.131760721225348210e-01 9.102764195082039267e-01 4.618615297453602109e-01
2.100549118738407328e-01 1.674092948038565232e-01 4.194818226623165947e-01 9.166349480424184071e-01 4.624111014430865030e-01
2.069246119466280343e-01 1.684843671509859697e-01 4.184620555797718966e-01 9.097793297126961498e-01 4.623144224794270007e-01
2.072872903209966866e-01 1.682718824291014048e-01 4.191956567512046261e-01 9.105762692859956653e-01 4.625132521365660221e-01
2.053686904810564928e-01 1.700660878627440198e-01 4.135208070811837167e-01 9.063524387570786045e-01 4.620648111834936289e-01
2.061170484072436526e-01 1.688478553370059698e-01 4.157808437879190744e-01 9.080022988887443969e-01 4.621012831461558390e-01
2.088027976037807876e-01 1.676034930420602920e-01 4.224519740417448932e-01 9.138988844202886597e-01 4.629779438727393837e-01
2.091961711273250257e-01 1.676954021575072784e-01 4.218099399035001862e-01 9.147593481616752564e-01 4.624946712218792610e-01
2.109706483194581095e-01 1.679359714533863457e-01 4.183291400107147506e-01 9.186308146478058267e-01 4.621532613155959757e-01
2.076597949772783225e-01 1.697360795547358525e-01 4.140792865813394119e-01 9.113940755207894373e-01 4.616363251088523301e-01
2.083923633586373114e-01 1.681111537761073582e-01 4.195917097955073616e-01 9.130002377640900058e-01 4.623061175645590826e-01
2.081775820514224495e-01 1.678744766854007309e-01 4.201508460702315650e-01 9.125296208714807067e-01 4.622166650058150417e-01
2.061890839655766694e-01 1.687264783117928268e-01 4.161222077538321296e-01 9.081609532432245446e-01 4.621196558616339489e-01
2.104222546615075462e-01 1.673448299867597022e-01 4.222074747432921771e-01 9.174361007820888148e-01 4.627932432276592456e-01
2.141036120659125519e-01 1.667394691883422597e-01 4.284052068650226475e-01 9.254266194359684894e-01 4.633744145721589991e-01
2.063161183249398456e-01 1.706379032443971488e-01 4.121768704574266806e-01 9.084406720014970293e-01 4.617371946869236465e-01
2.086762284231127307e-01 1.689969530024273969e-01 4.143618087756004709e-01 9.136218553259582986e-01 4.617580734062952663e-01
2.082328428750944704e-01 1.678363412261207332e-01 4.207007476017888825e-01 9.126507284711832257e-01 4.627364055261142806e-01
2.074946621644891409e-01 1.680613171151769669e-01 4.192178872869414263e-01 9.110316292472776523e-01 4.625981077888003945e-01
2.066077210148362653e-01 1.685889192150227256e-01 4.176625278582299372e-01 9.090824303220376157e-01 4.622536422828074087e-01
2.057074406619078810e-01 1.702672351444855514e-01 4.129345150543186627e-01 9.070996328529487007e-01 4.620344459742876664e-01
2.105609658534986495e-01 1.673344268653633726e-01 4.218475616853353816e-01 9.177384397181376219e-01 4.626274776658200194e-01
2.129549042101682721e-01 1.670553539427059864e-01 4.240816242646554546e-01 9.229407330604226800e-01 4.627988750613419855e-01
2.060837121248972337e-01 1.709119769691191948e-01 4.113506647191210175e-01 9.079288682514754516e-01 4.618530703218615141e-01
2.055087689726354805e-01 1.698357022270557959e-01 4.140956760038361772e-01 9.066614898593805538e-01 4.619720994899628730e-01
2.080671857457656038e-01 1.679115444106836219e-01 4.208059719137856591e-01 9.122876321032145075e-01 4.629008562815899452e-01
2.075894392510149733e-01 1.683779042744029120e-01 4.155865728626923494e-01 9.112396709613972412e-01 4.620783397822352256e-01
2.094109308061159469e-01 1.672805989936539395e-01 4.240464485675608519e-01 9.152287712467336300e-01 4.630111465097864754e-01
2.133753127199295996e-01 1.669862227495180762e-01 4.282526727621168150e-01 9.238513033374577965e-01 4.633467856510047334e-01
2.110708115787029993e-01 1.678410627338337013e-01 4.205947303153705907e-01 9.188488594986000679e-01 4.623451669357768745e-01
2.050979321169740244e-01 1.705548427999903915e-01 4.122777013885258190e-01 9.057547735912214737e-01 4.618110337371112983e-01
2.065656350213101455e-01 1.685258023514340509e-01 4.188788832181232769e-01 9.089898355222542081e-01 4.624878540658742265e-01
2.081063659357848539e-01 1.692564832232603123e-01 4.141521911958984115e-01 9.123735225567413121e-01 4.615538063803729107e-01
2.095106673402986619e-01 1.697230145865317730e-01 4.137968991901424531e-01 9.154466942800301155e-01 4.615039022174401984e-01
2.097094216351907958e-01 1.672360142508759751e-01 4.238783787150505189e-01 9.158808148190379361e-01 4.629262510244277484e-01
2.056315899308460704e-01 1.699734970597270300e-01 4.136843049042696063e-01 9.069323795225684437e-01 4.618253989014997618e-01
2.090472819206004584e-01 1.689597326925484921e-01 4.144579528595304652e-01 9.144337638341613061e-01 4.617784622871723421e-01
2.059188337737480334e-01 1.710173895650033415e-01 4.111029488389179587e-01 9.075655989705154747e-01 4.618605662894150754e-01
2.120024811739168458e-01 1.670168117820137743e-01 4.254890970102447878e-01 9.208745325600496967e-01 4.630983976487964560e-01
2.079922540927438002e-01 1.679399928600412428e-01 4.209225591044458148e-01 9.121233453396192514e-01 4.625345189062824991e-01
2.095855854072128932e-01 1.675281552639548144e-01 4.232738744810710108e-01 9.156103549519346574e-01 4.629441213329282823e-01
2.058626913397287872e-01 1.701071816137949555e-01 4.127455371241631199e-01 9.074418695691935932e-01 4.616183920543691643e-01
2.067300464036282426e-01 1.706764878343168257e-01 4.114999161761195845e-01 9.093515089479842217e-01 4.616997049765061423e-01
2.104630989987949508e-01 1.671506263873377973e-01 4.220149317143201961e-01 9.175251366264286501e-01 4.626563930486577991e-01
2.047967849950773078e-01 1.711077272213759604e-01 4.117598701452232501e-01 9.050895654291396530e-01 4.618846665322583478e-01
2.071984448008278301e-01 1.686526075032703242e-01 4.146961438411816969e-01 9.103811071295937474e-01 4.619383470119831081e-01
2.048697954620812833e-01 1.710779311129655977e-01 4.118107798103792239e-01 9.052508841797084482e-01 4.619210859795253032e-01
2.091052058328731755e-01 1.687469719120795464e-01 4.148549684258374670e-01 9.145604430929101802e-01 4.619271099664472580e-01
2.066550532455775913e-01 1.696556499421499886e-01 4.125610916279484619e-01 9.091865563155836494e-01 4.616508374037633367e-01
2.067717088260293545e-01 1.693245636579547853e-01 4.153926068036424279e-01 9.094431353283312092e-01 4.618637729890731070e-01
2.084930074685444334e-01 1.689732196381790730e-01 4.146036935403979995e-01 9.132206801761756365e-01 4.617903883357283856e-01
2.095239350843757231e-01 1.674681520138870949e-01 4.237518199282273579e-01 9.154756800534510353e-01 4.630000531706804923e-01
2.052393017648226348e-01 1.704494492541319683e-01 4.120905980996801832e-01 9.060668785788416058e-01 4.617579700436450496e-01
2.093087299418480152e-01 1.674246138187764354e-01 4.239251151501645665e-01 9.150054099699180821e-01 4.630983762214636590e-01
2.089037007668918533e-01 1.685197593117427894e-01 4.152202329754346999e-01 9.141196769768701325e-01 4.618283466704882212e-01
2.052962431522363240e-01 1.707404143431447419e-01 4.115921419777933132e-01 9.061925590214848780e-01 4.617585438117984831e-01
2.095348355569274235e-01 1.675944742348048355e-01 4.233414333094538962e-01 9.154994935536093781e-01 4.629445888066519021e-01
2.081492087265201518e-01 1.694562336933368996e-01 4.129813811413250435e-01 9.124674327517754424e-01 4.615354164465377274e-01
2.047741620333352053e-01 1.708239249157754158e-01 4.119294667335886562e-01 9.050395735060112745e-01 4.617911639930439849e-01
2.068426948048473490e-01 1.684982082740272835e-01 4.182713655330184133e-01 9.095992305531954703e-01 4.622783033239856731e-01
2.161719356664796310e-01 1.665201798040276127e-01 4.331210583684472759e-01 9.298858649956115441e-01 4.638071608227051223e-01
2.099427764072764879e-01 1.673466401426946248e-01 4.194188201069514177e-01 9.163902477235718047e-01 4.624281346232338441e-01
2.066324029902574244e-01 1.683354651117414114e-01 4.186457946809982733e-01 9.091367295180172725e-01 4.624216643043769226e-01
2.058394501222401973e-01 1.712418854005763880e-01 4.110013057706492501e-01 9.073906445686488187e-01 4.618275960122601997e-01
2.081086744503088393e-01 1.693947379850407331e-01 4.140806251579106645e-01 9.123785830027809629e-01 4.615903776014004256e-01
2.057487341156910565e-01 1.702046223591561214e-01 4.129964184152252193e-01 9.071906733037689019e-01 4.619903680210043495e-01
2.084453222857595156e-01 1.680881201664370383e-01 4.179029860392640683e-01 9.131162411556613678e-01 4.623985739423388530e-01
2.099027660152786301e-01 1.676655592027546104e-01 4.204658130767438551e-01 9.163029218167721979e-01 4.625510700539929854e-01
2.050786358921218300e-01 1.703799454942147573e-01 4.123435517852233057e-01 9.057121645372590013e-01 4.617484760814031253e-01
2.079735773284783207e-01 1.679398590071100039e-01 4.203051016438511533e-01 9.120823921327337880e-01 4.627176310999239206e-01
