,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,NZNCC,NSSIM,MAE,RMSE,NMI
0,0.8109414642801757,463.9004644824163,-19.99977943041867,-6.344356066738005,-13.60016264690723,-9.995798816797068,-0.03132642493974598,-9.99081025447777,-0.5092238180400883,-1.1069380898852739,-19.824830382763317,-3.885127319010156,-1.4196719451906732,-19.952817735742777,-15.23467073247378,-11.614615178810897,5.665171269136729,-12.470920875175217,-1.138903444756408,-2.5403295855247996,9.652501323955928,-13.97629600265469,-0.4001920954841566,-0.052800008431393736,0.9002979605395134,0.9246711082748326,0.9000540422644147,0.9000273690356649,0.9157942994079844,0.9001336185657405,0.9018809224158894,0.9000208161876887,1.0012490233259101,0.9473219717732785,0.9191604152287778,1.0178869894443403,1.061745836207654,1.0984377538058683,-0.6628285382908121,-0.602568354546642,0.4333232797053863,0.82118395005319,-1.0771078117747803
1,0.8105896210064426,998.5562092975086,-19.999869176640267,-6.341654495739117,-13.748063318712166,-9.997541550848423,-0.031543909024893596,-9.998720208305206,-3.8641908524451614,-19.996591643669152,-19.844685637877575,-19.795204221621095,-1.6259787013439118,-19.953407144516408,-19.9697280462753,-13.920766242076086,5.738420599738516,-11.441343817644906,-1.0185538628037012,-1.4572709012630232,9.833914113023052,-10.670027653085226,-0.4174018415875479,-0.023518847373907442,0.9034011680581304,0.945757853787794,0.9000196852493223,0.9004374881557586,0.9296804181416362,0.9000164375231051,0.9000429400505164,0.9028742794438845,0.9973351430400174,0.9078848205124321,0.9509754701086846,1.0986351360635647,1.0864449516696915,1.0985459794758292,-0.6586069835309145,-0.6117509425839579,0.433446845809395,0.8263087735447118,-1.0797629286387407
2,0.8470810097265556,972.8701847216922,-19.994765829582988,-5.706960562385435,-11.652773767648274,4.394117820714481,-5.321571359225934,-1.3757436899433162,-2.920510961950183,-19.99898149361571,-19.94384575876472,-19.772653626426035,-3.3710994228569113,-19.569548282423106,-19.84765071741269,-9.160710208359086,6.835493257358971,-5.0990193243359885,-0.9914133591001162,-1.5293242567493954,9.839363754713172,-11.824911456408241,-0.49049409789345677,-0.05832352175098651,0.9053493802721869,0.9484043167801572,0.9001340180635166,0.901181818347497,0.9302893208310825,0.9000864102153017,0.9003041456644675,0.901146879264982,1.0059487263385363,0.9549692824282777,0.9611684920264214,1.0529897320406638,1.0619923888768676,1.0982982937635455,-0.6154472191081413,-0.6174141791296325,0.4739597112930938,0.876986726508696,-1.0718937777917257
3,0.8455588408394972,978.8803905155269,-19.994538405017693,-5.604860446769817,-11.584544204366697,9.590216417300393,-5.174812598511218,-0.6246720320249746,-4.0833062870862555,-19.961897377635296,-19.952566191551284,-19.85671552052721,-3.6950019198892488,-19.900300020892477,-19.8514699443857,-14.140114034099156,6.654694850752068,-5.112474552179658,-0.9985685717154723,-3.0946082111018476,9.338044212795696,-12.573998573824179,-0.4826355097614762,-0.13589826243264094,0.9268901874469518,0.9374488779317807,0.9000137847985252,0.9018389229294048,0.9124609871362599,0.9001081758049194,0.9006917663240009,0.901272791400907,1.0023279519269832,0.9404117174286657,0.9524953351494648,1.0556035975165476,1.062205298368131,1.0979762038074659,-0.5922280785641025,-0.6221471500291387,0.48251390343511863,0.9030747475679554,-1.0739639722741492
4,0.7984884657357457,479.0015452886274,-19.999836477882653,-6.067535235984396,-13.653836257666676,-9.995879566551094,-0.02918405352010567,-9.944865144777072,-3.2074890632945365,-4.704653882073773,-16.39144446487256,-6.44557617980724,-1.1561147370008196,-19.964140922222942,-14.963133910411091,-14.379303914036683,5.530661298674801,-11.546246330074624,-1.0104893923550715,-0.5261483700621896,9.131785011789828,-13.35804517548323,-0.033917512638261156,-0.06710037887537938,0.9005543573175786,0.945304894759993,0.9000763639742468,0.9002257946889116,0.9282956127143951,0.9001151658279789,0.9002598556192314,0.9006500054202413,0.9973863269676255,0.9223851189865336,0.9338969861581821,1.099513084701378,1.0685894151251494,1.0964677145568005,-0.6596657416292334,-0.5994082164369043,0.42979205192704883,0.8250264681098436,-1.0768703336245018
5,0.8471789993217903,990.7082780834528,-19.993674343023777,-5.441870217465266,-11.68902542340206,9.91784522813282,-0.04542236684355583,-0.1804183807681043,-4.294376570237992,-19.989011016932263,-19.981243392020502,-19.812548165381692,-3.4969917926748986,-19.504826057554187,-19.869577418215044,-14.869033566172394,6.655015890977988,-5.146390481670188,-0.9736978860538787,-1.4574157372920322,9.83490311452876,-11.844285832472417,-0.11934735015233565,-0.09512569438385005,0.9046643268538316,0.9510440832366341,0.9000500771034425,0.9018346118276328,0.9328134990216647,0.9000680572387927,0.9006787146177181,0.901217209899674,1.0022641935157641,0.9594504601971099,0.9438327399028116,1.05619507821422,1.0614467098187508,1.0894502702510966,-0.5930651691708283,-0.6230539641871045,0.4817022511258091,0.902147337458478,-1.0736301746036157
6,0.8471843333419418,984.4350345559313,-19.998935384440053,-5.705141923158108,-11.655845567229488,3.4160252101249404,-7.488028482410147,-0.09023554129931433,-4.327807227433736,-19.988861577384665,-19.969351419961985,-19.618450196633724,-3.372126219726292,-19.821480875644603,-19.713270540996376,-11.54929077718801,5.446644741373023,-10.783014102352722,-0.9985685717154723,-2.10014465157835,9.820861982048717,-11.904727362201637,-0.04684303543825624,-0.02266589182917493,0.9051375347923398,0.9482494576712294,0.9001030300163826,0.9004273856417158,0.9509723092584611,0.9000230122089506,0.9007426219024647,0.9012319274561527,1.0024824411602251,0.949748925158214,0.9301002968314924,1.0488708839129959,1.0618223025781799,1.0894394475453044,-0.6163291038378725,-0.6173270709896048,0.47359060571100003,0.8759805642968564,-1.0719705346474084
7,0.8490457594213491,995.0430229578158,-19.999886322881974,-6.35091725477028,-11.840012323763535,-9.994057980713313,-0.4560547650622697,-9.946317793634703,-5.229940325452192,-19.961057670010472,-19.961292864651096,-19.789125866402955,-3.4856758508103645,-19.95463595040178,-19.49434201645493,-14.760798068565833,6.611475875317904,-6.246175241771534,-0.8833445244496099,-1.4579801684813234,9.74060973077266,-13.922206520802447,-0.14280889336188185,-0.022702337664708847,0.90181546019193,0.9451632718882002,0.9000350649044505,0.900054356391943,0.9309732098915581,0.9000976099199348,0.913082500571398,0.9028166052366293,1.0051497007553225,0.9583677364798454,0.9433523276627624,1.0583905092929695,1.064028534898402,1.0979692026747896,-0.6481353587585013,-0.6171152446888097,0.44948565150074643,0.8388858319934677,-1.0768264384958262
8,0.8284959842946381,996.3102079670164,-19.999651329301255,-5.632678021494471,-11.950301873586177,6.14319513986076,-0.01768690342324411,-0.13345445947023096,-3.951407278167881,-19.66447474369807,-19.927603886411497,-19.574174797760936,-2.9403018639665803,-19.98124741070171,-19.972378041825458,-13.916554017167703,6.654194911260972,-5.112688699467615,-1.0359473026716735,-1.49027482642496,9.82130876860962,-10.732829012136698,-0.4173250254172878,-1.6559647652279716,0.900066884678419,0.922503175624244,0.900025690848087,0.9000469802108463,0.9290135928990885,0.9000083369220252,0.9000079984800282,0.9007176341740984,0.99853678432557,0.9408492350906423,0.9226021839272103,1.0983201350296428,1.0864818747692402,1.0985887038301896,-0.6117561922190817,-0.6171948610391522,0.4687401973018214,0.8811854356503712,-1.0732155780582238
9,0.8490457594213491,999.3198587392092,-19.99988626368439,-6.351455515949404,-11.848669600186476,-9.994079401755357,-0.45677457985374814,-9.946317793634703,-5.229940325452192,-19.961057670010472,-19.961292864651096,-19.784665292276713,-3.4856573786445524,-19.95463595040178,-19.49434201645493,-14.760798068565833,6.611475875317904,-6.246175241771534,-0.8833445244496099,-1.4579801684813234,9.74060973077266,-13.922206520802447,-0.14280889336188185,-0.022702337664708847,0.90181546019193,0.9304071872824917,0.900035058504344,0.900054356391943,0.9309732098915581,0.9000976099199348,0.913082500571398,0.902788905306811,1.0051497007553225,0.9583677364798454,0.9433523276627624,1.0583905092929695,1.064028534898402,1.073452833774643,-0.6481396320674915,-0.6171300411537194,0.4495511163377386,0.8388807379500269,-1.0768209677944633
